brazilian_artist,brazilian_track,original_artist,original_track,added_at,source,brazilian_has_spotify,original_has_spotify,in_playlist
Calcinha Preta,Tem Mais Alguém,George Michael,Careless Whisper,2026-01-17T20:20:00Z,https://aratuon.com.br/entretenimento/galinho-10-vezes-que-calcinha-preta-melhorou-musicas-internacionais,True,True,True
Calcinha Preta,Um Novo Amor,Air Supply,Goodbye,2026-01-17T20:20:00Z,https://aratuon.com.br/entretenimento/galinho-10-vezes-que-calcinha-preta-melhorou-musicas-internacionais,True,True,True
Caviar Com Rapadura,Só Pode Ser Amor,Bruno Mars,Talking to the Moon,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Conde do Forró,Destruiu Nosso Amor,Nickelback,How You Remind Me,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Conde do Forró,Eu Nunca Te Traí,Miley Cyrus,We Can't Stop,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Desejo De Menina,Baby Fala pra Mim,Carla Bruni,Quelqu'un m'a dit,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Desejo De Menina,Feitos um pro Outro - Ao Vivo,Lucie Silvas & Gregory Lemarchal,Même Si (What You're Made Of),'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Desejo De Menina,Minha Alma Gêmea E Você - Ao Vivo,Robbie Williams,Angels,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Desejo De Menina,Olhe Nós Dois,James Blunt,High,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Desejo De Menina,Rotina - Ao Vivo,Aerosmith,What It Takes - Live Version,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Desejo De Menina,Tô Bem Passou,Tracy Lawrence,Can't Break It to My Heart,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Desejo De Menina,Vida Vazia - Ao Vivo,The Corrs,Long Night,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Edson Lima & Gatinha Manhosa,Adeus Nunca Mais,Bee Gees,For Whom The Bell Tolls,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Edson Lima e Banda Gatinha Manhosa,Morrer de Amor - Ao Vivo,Roxette,A Thing About You,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,False,,
Forró da Brucelose,Te Quero Mais,Guns N' Roses,Sweet Child O' Mine,2026-01-17T21:15:00Z,https://jornaldaparaiba.com.br/cultura/lista-versoes-forro,True,True,True
Forró do Muido,Sorte - Ao Vivo,Jason Mraz & Colbie Caillat,Lucky,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Forró dos Plays,Morrer de Amor - Ao Vivo,Jason Mraz,I'm Yours,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Forró dos Plays,Que Tontos Que Loucos,Monchy & Alexandra,Dos Locos,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,False,,
Forró Estourado,Liga o Som,Nirvana,Come As You Are,2026-01-17T21:15:00Z,https://jornaldaparaiba.com.br/cultura/lista-versoes-forro,True,True,True
Forrozão Tropykália,Aonde Está Você,Eros Ramazzotti,Dove c'è musica,2026-01-17T21:15:00Z,https://jornaldaparaiba.com.br/cultura/lista-versoes-forro,True,True,True
Forrozão Tropykália,Não Dá Prazer,Eros Ramazzotti,Un' Altra Te,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Forrozão Tropykália,Planeta de Cores,Laura Pausini,Ascolta il Tuo Cuore,2026-01-17T21:15:00Z,https://jornaldaparaiba.com.br/cultura/lista-versoes-forro,True,True,True
Forrozão Tropykália,Sonho Blue,Jon Secada,Angel,2026-01-17T21:05:00Z,https://imirante.com/entretenimento/sao-luis/2018/04/20/relembre-10-sucessos-do-forro-que-nasceram-de-hits-internacionais,True,True,True
Forrozão Tropykália,Verdadeiro Amor,Whitney Houston,Where Do Broken Hearts Go,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Forrozão Tropykália,Você Fugiu de Mim,Chayanne,Y Tú Te Vas,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Furacão do Forró,Eu Largo Tudo,Jay-Z & Alicia Keys,Empire State Of Mind,2026-01-17T21:15:00Z,https://imirante.com/entretenimento/sao-luis/2018/04/20/relembre-10-sucessos-do-forro-que-nasceram-de-hits-internacionais,False,,
Gatinha Manhosa,Isso É Imortal,Delta Goodrem,Born to Try,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Gatinha Manhosa,Sei Que Vai Ser Assim (Spending M...),Roxette,Spending My Time,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Lagosta Bronzeada,Frio da Solidão - Ao Vivo,The Hollies,Don't Let Me Down - 2008 Remaster,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Laninha Show,Não Me Abandona,Spice Girls,Viva Forever,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Liene Show e Mara Pavanelly,Não Passa de Ex,JoJo,Too Little Too Late,2026-01-17T20:55:00Z,"https://www.terra.com.br/especiais/terraia/hits-internacionais-se-transformam-em-sucessos-de-bandas-de-forro-no-nordeste-veja-lista,517ffe5b50627d75d6bd0d7579959ddctcjxcx1u.html",True,True,True
Limão com Mel,Asas Partidas,Mr. Mister,Broken Wings,2026-01-17T20:40:00Z,https://www.vagalume.com.br/limao-com-mel/asas-partidas.html,True,True,True
Limão com Mel,Minha Vida Sem Você,Bryan Adams,Do I Have To Say The Words,2026-01-17T20:40:00Z,https://www.vagalume.com.br/limao-com-mel/minha-vida-sem-voce.html,True,True,True
Limão com Mel,Não Quero Mais,Rod Stewart,Every Beat of My Heart,2026-01-17T20:40:00Z,https://www.vagalume.com.br/limao-com-mel/nao-quero-mais.html,True,True,True
Limão com Mel,O Lutador,Simon & Garfunkel,The Boxer,2026-01-17T20:40:00Z,https://www.vagalume.com.br/limao-com-mel/o-lutador.html,True,True,True
Limão com Mel,Pra Sempre,Air Supply,Lost In Love,2026-01-17T20:40:00Z,https://www.vagalume.com.br/limao-com-mel/pra-sempre.html,True,True,True
Limão Com Mel,Um Sonho de Amor (The Boxer),Simon & Garfunkel,The Boxer,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Mafia 100 Alça,Vou Sofrer - Ao Vivo,ANGRA,Stand Away,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,False,,
Mastruz com Leite,Pra Sempre,Air Supply,Lost in Love,2026-01-17T21:15:00Z,https://imirante.com/entretenimento/sao-luis/2018/04/20/relembre-10-sucessos-do-forro-que-nasceram-de-hits-internacionais,True,True,True
Meu Xodó de Pernambuco,Linda Canção,Rod Stewart,I Don't Want to Talk About It,2026-01-17T21:05:00Z,https://imirante.com/entretenimento/sao-luis/2018/04/20/relembre-10-sucessos-do-forro-que-nasceram-de-hits-internacionais,True,True,True
Moleca 100 Vergonha,Tão Carente,Jojo,Too Little Too Late - 2018,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Mulheres Perdidas,Salve o Nosso Amor,Skid Row,I Remember You,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Noda de Caju,A Rainha e o Rei,Faith Hill,There You'll Be,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Noda de Caju,Lindos Momentos,Cyndi Lauper,Time After Time,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Noda de Caju,Pétalas Neon,Mariah Carey,Hero,2026-01-17T21:15:00Z,https://imirante.com/entretenimento/sao-luis/2018/04/20/relembre-10-sucessos-do-forro-que-nasceram-de-hits-internacionais,True,True,True
Noda de Caju,Sonho de Amor,The Pussycat Dolls,Hush Hush; Hush Hush,2026-01-17T21:15:00Z,https://imirante.com/entretenimento/sao-luis/2018/04/20/relembre-10-sucessos-do-forro-que-nasceram-de-hits-internacionais,True,True,True
Rainha da Farra,Amiga Falsa,Alicia Keys,Girl on Fire,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Sabor de Mulher,Vem Pra Mim,A-ha,Take On Me,2026-01-17T21:10:00Z,,False,,
Stephany Sousa,Eu Sou Stephany,Vanessa Carlton,A Thousand Miles,2026-01-17T21:15:00Z,https://imirante.com/entretenimento/sao-luis/2018/04/20/relembre-10-sucessos-do-forro-que-nasceram-de-hits-internacionais,False,,
Taty Girl,Feito Louca - Ao Vivo,Miley Cyrus,The Climb,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Taty Girl,Mel - Ao Vivo,Joan Osborne,One Of Us,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Taty Girl,Perfeito Demais - Ao Vivo,Rihanna,Unfaithful,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Toca do Vale,Caranguejo - Ao Vivo,Cutting Crew,(I Just) Died In...,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
Tony Guerra & Forró Sacode,Obsessão,Aventura & Judy Santos,Obsession,'2026-01-18T18:16:51Z',https://open.spotify.com/playlist/44EQKq8pC1plEnaEB02OH5,True,True,True
